Engine rpm,Lub oil pressure,Fuel pressure,Coolant pressure,lub oil temp,Coolant temp,Engine Condition
1082.116272,4.401326218,7.397293959,0.84446812,85.00392439,94.21363235,0
354.3508799,5.773686278,3.900516939,2.591275107,86.0597307,93.11213104,0
973.1148393,2.807692581,11.12165767,2.730831806,91.29871611,78.49906708,0
1174.9894,4.163109481,3.230893547,2.916653835,81.0271924,88.86031602,0
1567.262916,4.101360144,7.184150298,3.04296312,53.26977931,72.72143754,0
868.6054236,2.716894607,10.41713677,3.165777068,102.313228,88.50414161,0
767.027239,5.147554003,7.997724398,0.101564086,109.5362674,85.48495306,0
874.3850347,6.789607967,6.939184281,3.017587092,80.65120168,87.78979362,0
1370.390741,3.979592711,4.078790883,0.324509311,75.20015957,81.02555245,0
1165.062888,4.606025306,3.045577029,3.878661688,86.35479373,104.8407127,0
864.5839287,4.101422171,8.425125272,2.333849813,85.7499534,74.98700292,0
1229.643602,3.143698396,10.2653681,0.41155593,99.94622293,93.71551711,0
1083.977142,1.815087667,5.402875024,2.022954387,88.6556733,73.6830168,0
1389.025747,3.15307182,3.652346231,2.315909593,78.48852604,89.04344175,0
804.2814171,2.329649943,0.354576424,4.428839541,72.17908659,89.75789977,0
935.3182487,6.044922494,4.048087891,3.23596529,98.38761022,84.54975872,0
912.7621464,3.861868367,6.215857894,3.413333933,95.19413489,79.04675589,0
537.7697682,3.584896805,10.4978081,4.417465961,100.7267185,85.41134891,0
1153.642097,5.06698459,8.182834231,2.884626854,76.38175899,86.67010333,0
1141.369345,2.653898677,7.262713512,3.905025553,110.0612428,101.8993649,0
1051.78971,3.079763154,5.499700847,3.820633337,67.07566592,75.27659715,0
967.8945033,4.081686723,5.042085707,1.456236608,96.51521226,78.44086504,0
554.6202403,5.23452279,10.01411899,4.767580293,65.08500679,86.84735557,0
902.774137,4.602022054,7.001846352,1.295637864,78.51602342,81.4394621,0
930.0499192,4.297990171,1.24349827,4.100839979,106.7322752,82.99958962,0
769.2029558,4.093741282,4.81615088,1.179512356,97.97637105,94.70351835,0
993.5500009,4.480283027,4.354459921,3.721484146,81.44535501,55.79733497,0
1191.4178,4.241983486,5.134339977,5.234297854,81.77395549,78.02050655,0
1710.165065,2.76403327,7.907276651,2.744425612,89.20746533,66.57630774,0
1111.102234,4.055295066,6.231387796,2.692373229,94.16969189,72.04183563,0
1140.142637,2.711573609,6.307836482,3.732527999,103.0189526,108.0462449,0
1023.943929,4.097299051,9.783682903,2.604724253,82.52519194,89.98168134,0
378.4300746,3.42322247,4.758847276,5.181934444,68.65857924,93.51564925,0
1040.720144,7.047257947,11.16049881,3.230630699,89.88362352,83.1947035,0
1071.080573,3.952126739,4.821731022,2.61579659,82.51082995,91.58713825,0
1912.134739,2.31491252,6.722995492,2.351657367,72.39239554,66.33435492,0
982.6736623,3.838983747,5.796991011,1.880461836,91.57202698,94.38298412,0
1155.54157,4.623230495,6.808547834,2.246694016,85.44263495,75.80155881,0
1037.850881,6.008036735,7.611479988,2.579191928,91.67814648,78.68684181,0
640.9626868,3.29265712,7.5845881,2.414833112,77.2666696,89.0515107,0
1449.987985,2.101086431,4.617206673,2.210189671,93.84052636,87.16446759,0
1313.176561,4.980204414,3.692713306,5.518609476,72.19482164,84.84620048,0
1326.861181,2.343281553,12.75792948,1.763885908,78.06722332,70.36903846,0
731.7143908,3.47661347,5.290039151,3.175959105,85.08502923,84.99813669,0
1540.978009,3.690855417,8.248031097,3.711025212,108.901821,93.60561353,0
559.352128,3.916439856,2.480896724,3.756129595,97.41790442,78.67512904,0
1255.399983,4.826997348,5.8009682,2.929671509,100.9263101,97.14937045,0
1816.659469,3.179638861,6.18200154,2.711156914,105.0049244,75.27308064,0
703.3122862,3.671524897,7.682037675,3.541856989,131.2339856,84.06547892,0
851.7957946,3.982875576,-0.306135352,3.31982598,88.49906881,99.35327733,0
1084.877978,4.179517549,6.915351533,2.689249398,105.0448111,77.18600087,0
873.7835211,4.11739261,3.625646362,1.125745714,100.1516231,94.53985483,0
507.2677991,4.52320693,7.310864278,2.438491533,99.95239004,103.7465236,0
1073.997041,5.012607412,3.909177008,1.624139804,109.2908754,85.71044069,0
678.1937002,4.471160939,4.36129326,2.19940854,82.96824363,78.72983013,0
1215.757351,4.544302628,5.815930974,3.039867886,82.01577971,76.27261197,0
728.201518,2.1013322,3.869176326,3.430483373,91.83718616,97.04602703,0
1592.477042,4.060273239,5.311163883,5.136543302,85.80760274,96.76694199,0
775.8613477,4.575409058,3.516560579,2.355112345,91.82201024,98.49309123,0
937.2784693,4.874729433,1.917073871,3.929550762,106.7529854,83.67161649,0
1334.731026,3.169179071,9.044892631,3.367152029,82.26223933,94.37806942,0
619.1974892,3.20915287,3.259878268,4.555197205,84.34385245,83.51160609,0
1129.610977,3.31107919,6.053297781,3.691474464,90.09173204,75.16944878,0
1507.499964,4.64369668,8.382227704,1.789822287,85.26017889,95.24176785,0
487.3808679,5.240657266,4.962639744,0.932344765,65.03193006,100.3387028,0
1114.62185,3.511047871,4.437085251,3.37351404,81.03846829,73.79398027,0
1140.958978,5.089554776,7.065595222,2.365858803,96.24847891,73.60569037,0
1323.638005,4.148175771,9.294834557,1.823623505,105.250561,84.39981934,0
617.0672512,3.850857067,3.576711837,1.478906755,74.14457719,93.56128606,0
587.8401854,3.746338924,6.12463042,3.193170597,74.08861121,72.66180806,0
1232.679548,4.895933638,2.168763513,4.809249239,88.36280563,86.27015737,0
1153.944636,4.39069338,5.516997491,2.509593185,63.09285922,78.09573046,0
1137.672498,6.730990513,6.585511711,3.708324373,82.66035756,91.008291,0
1171.256873,2.977330428,4.363438396,2.87728038,67.16749529,76.02113179,0
811.9913474,4.621722042,5.357520415,1.452741493,104.4287356,91.71803,0
1131.288794,3.364958788,2.979433079,3.881773612,78.76802615,82.41785189,0
1152.575366,2.956855616,6.692696528,1.686369547,107.8340102,74.62859476,0
799.9770037,3.986959436,9.139235622,3.025951957,101.3622562,84.63689955,0
1703.021079,4.164822975,3.757140326,2.590175502,80.24419243,64.62026686,0
1215.841522,7.501808266,4.943320584,4.071692921,75.13648436,78.40905428,0
633.043776,3.779025021,7.756365616,1.730218809,85.67745101,87.3740107,0
1279.793763,2.643785525,9.530226798,3.469043889,86.74424051,66.28245221,0
708.8614154,4.327612861,2.767025469,1.992243111,92.15376333,58.28863147,0
1325.479611,1.510431955,6.078038156,2.386673745,78.68148053,60.6063268,0
1455.508453,3.889651861,7.207827056,-1.362240273,96.95673848,97.27128556,0
762.7611886,4.019230339,6.244859023,5.510518286,91.18393666,83.23240987,0
1387.181645,4.95352046,0.308019833,3.660668319,83.91525812,78.67534606,0
1194.473324,5.168346699,7.752725023,2.079183017,79.45551213,93.45154736,0
1337.721056,3.395716457,10.29834088,1.650413174,85.7813802,79.95550318,0
1713.877544,3.819263182,6.791654378,2.405221497,78.19718498,86.684619,0
964.1141594,3.080655003,3.922234867,3.860255442,88.70126434,84.25755351,0
786.1923425,2.646324934,5.217181884,0.729498089,89.02526422,79.29000579,0
738.6699496,4.371873735,10.92478267,2.830098697,91.1404874,86.94145884,0
764.4664003,2.471697342,8.774906352,5.124770247,109.1949089,91.73261221,0
1023.014402,3.502447719,8.100066546,1.639264397,86.41066336,82.15093383,0
1169.403191,2.805791248,7.391031459,3.096462047,100.0551744,79.39444427,0
1146.84178,4.659619824,4.84715722,5.643971778,90.75504876,80.57487592,0
1339.514137,6.161716119,5.998572048,3.758581956,85.14106838,61.02087467,0
1054.550662,2.438094421,6.305193161,3.151108585,86.57008876,86.83059547,0
1558.736927,1.776377821,7.87393579,3.607963746,87.29408309,71.90888711,0
957.3701084,3.850135738,10.27229724,2.518961598,91.35721249,90.29718724,0
2002.059208,4.018837355,9.295845342,4.559557542,76.48815082,83.09575899,0
1268.983572,4.262391168,2.951539111,2.520803973,70.4159154,85.05121097,0
749.9948553,3.464415382,7.059987422,0.64898207,95.85156872,91.00329171,0
675.1876257,3.759232841,8.341908363,2.530436275,98.77748599,74.73476234,0
1218.865345,4.441012493,8.047150825,1.839918564,96.94762999,87.69248443,0
971.7880251,5.248517071,4.926915592,2.662567185,89.85966422,86.67621053,0
1299.900173,1.653941476,13.78527304,2.689099129,97.20669553,82.15219167,0
1215.633169,3.557272673,3.307288594,4.43690784,96.56114831,74.71813799,0
1024.509881,4.256570553,3.792028883,3.834351272,97.45155231,89.95238364,0
753.6221987,2.898428674,7.083987703,3.315918585,77.68551014,91.03454544,0
519.8034714,6.077403558,11.79200764,2.996465506,74.83657843,85.13602026,0
893.7197668,3.237508144,4.409512873,1.729370389,83.33716904,73.29697584,0
1349.739578,3.950448776,5.835429086,0.382589715,87.79139069,78.72550967,0
1124.93281,4.667226516,9.193234183,3.135792014,85.09694647,83.39667278,0
613.9914275,3.290458253,6.455344613,3.953569444,65.47971602,90.8849455,0
1110.613324,1.784112343,5.663490364,2.86999934,108.6603113,68.16510599,0
1184.861083,3.485614568,7.914082255,2.358174813,84.71144813,78.36196536,0
740.6498973,5.235328667,7.181294976,3.557402598,90.072453,79.9732744,0
1103.803787,3.595725848,9.076096964,2.900001359,102.9345879,83.16778421,0
1070.373051,2.984278838,9.728672223,5.02289303,59.86033277,70.98674716,0
649.9603958,5.110806651,7.26750765,4.47927401,81.85967354,81.82467222,0
1175.225576,3.603070125,7.229331813,4.151409668,83.35459272,80.89516436,0
1246.274584,3.387807024,7.035277456,3.909280937,83.96427945,73.62408129,0
1429.067935,4.179347308,7.722826392,1.451799103,85.91816091,82.82032416,0
1418.830718,4.924900252,6.637926595,3.795592442,105.3656176,78.58830903,0
567.8157212,6.858056238,6.498478794,3.451591149,96.08150651,88.95586143,0
721.761236,4.992683329,9.491567802,3.727709674,99.49642322,75.14672439,0
1230.262344,5.39180796,10.29029045,3.591131384,88.56544326,84.89834122,0
1229.825083,3.392840561,2.731117638,3.543315105,71.20752345,75.91611163,0
1230.26669,2.768958273,6.525052879,6.241039763,63.04363558,78.00245762,0
2398.456022,4.07479762,4.778263916,2.908577196,69.64710732,86.97291628,0
1249.811679,4.128603898,5.722571334,4.123604857,92.31718845,86.34717733,0
1447.447974,2.70578471,7.506290524,2.434812228,88.38123655,79.82977817,0
1383.900617,3.789646564,8.173595929,3.948769901,85.47803623,81.30589382,0
1277.986938,4.479181122,6.219683891,4.127183868,83.57707712,69.46393555,0
939.6557644,4.432472074,1.716649163,3.437311293,112.1406589,98.02764311,0
1315.639227,4.605145424,4.087386049,5.003096331,78.12515691,90.87456398,0
779.5111749,4.349157676,8.741249176,1.938868756,99.13383347,90.51448051,0
967.1134876,3.391589609,-0.351066055,2.41533487,88.02295523,68.04967783,0
880.1227583,3.383319248,9.468567879,3.254856103,87.26872586,78.04510008,0
1078.655949,2.561258322,7.803074977,4.056968224,102.1196506,80.65453971,0
1860.130498,6.141730047,9.790440204,3.215315426,105.5503646,64.68938508,0
396.4571826,4.016140438,6.003577033,4.542910844,85.12540652,92.89950096,0
1290.191067,3.730176333,1.34648644,2.205972155,97.59043263,98.53884489,0
485.5494451,2.885449502,7.575906604,1.631305813,92.36669635,104.6193496,0
884.823847,7.522789483,9.68663281,3.369754004,88.08924567,73.54116172,0
1431.132709,2.712006361,8.811804514,2.907383669,90.45105931,85.17323497,0
1072.498007,3.485382489,4.843271291,3.651436464,79.74389422,97.22818269,0
672.7893277,4.499004204,6.716902689,2.967117251,84.32680728,81.46381521,0
799.6437018,4.720255559,5.167909328,2.591976251,81.03237664,78.33012086,0
1287.859212,5.149518466,4.45183384,2.910074914,98.8165206,65.33982326,0
794.3716789,6.169130209,8.888471428,3.034618674,86.85758661,95.32622458,0
1125.760506,4.607389187,3.506169222,2.63402244,72.4274317,83.80739244,0
1065.950144,2.73276304,4.265458924,2.756241544,79.31875332,76.70658141,0
821.9398783,3.69166585,3.739935916,2.515687996,49.60882426,86.8385729,0
1800.380431,4.369398847,2.774381192,4.027998144,82.06608878,85.53005373,0
1271.871658,6.48187125,6.86603573,3.232825205,88.45174078,85.68259102,0
341.2000947,2.322633426,9.403757621,5.708102967,86.36636981,81.82901938,0
1115.25901,5.443091806,6.037808109,3.192845462,111.7618522,100.2235816,0
818.3747373,4.215897243,2.735630499,2.338971036,94.89887249,82.66340267,0
1348.351667,5.005396642,8.599861349,6.20481045,94.36542224,100.1932208,0
772.6177415,3.87760634,10.71425439,3.496351653,68.28077159,89.64116926,0
1009.842245,2.989080844,4.88439419,4.188149744,83.62429535,87.51170143,0
1226.745548,4.901047335,5.303614333,3.71052358,82.16004631,82.86725247,0
1353.014318,4.785317233,7.789151575,3.747613235,78.56702561,93.73956694,0
629.8962575,5.166468359,10.55468437,3.642784862,78.40143201,85.12991768,0
932.9245675,3.984034438,5.200414636,1.677498522,66.30252455,74.67868785,0
883.7691411,3.280213572,3.168875548,3.441034857,72.68976154,74.34507809,0
821.3347686,2.129455606,8.078546516,1.410166435,98.48912083,88.22484622,0
1667.908984,4.983247922,8.497670183,2.790764596,86.2850237,74.92621115,0
1191.743599,4.508667379,6.515328626,2.129259052,81.92317098,83.37768943,0
608.690616,2.841060841,5.104666851,3.428964223,87.93506398,94.57184539,0
1371.251681,3.353711592,8.985946827,3.400951497,102.0086881,87.03970178,0
1792.754669,3.439889426,7.820090011,3.577375069,88.05052625,76.7786513,0
1411.362841,2.220418682,4.578911208,3.344755887,94.48448957,98.09987512,0
518.2205119,3.018781124,6.622736828,2.27180959,77.84074189,89.47875237,0
880.5180745,2.639403572,3.12073117,2.686795813,80.57644059,94.17792987,0
1493.418902,3.505025186,8.214726141,4.104475394,92.24772262,61.32441657,0
802.315687,3.113563002,5.844416077,4.281428013,110.7118445,87.30852878,0
1205.3368,2.047594095,5.410722919,1.623860282,105.1572983,92.42157836,0
1321.121919,6.427108277,6.417813787,1.162886841,94.99393683,101.0028864,0
725.5743349,5.503048877,6.600769248,2.12773274,89.81720512,69.36181416,0
1029.166125,3.065176694,8.737325154,4.254249098,104.8128323,96.06114589,0
-84.44356902,4.326905676,7.977726328,4.457860836,97.53613988,100.4438029,0
691.4643255,4.500958108,6.108976803,1.890345744,60.47605573,63.82711023,0
961.601147,5.429303026,8.409170374,3.368771224,75.35282983,88.7859111,0
613.2758863,3.017673968,7.501843134,5.2013176,92.0576839,90.17620814,0
1621.343956,5.310528141,5.433500909,3.498373773,66.55638921,80.72992337,0
549.4505177,3.342513635,6.188204604,4.705803942,77.22893194,79.0990554,0
895.9844297,2.396965115,6.129442778,4.198471884,79.60222068,90.67853913,0
1095.759202,4.868963871,7.763153358,1.907761553,84.92600913,77.85018247,0
1554.445651,5.548910109,5.582443463,2.772022292,84.5508375,81.82750672,0
547.4482471,7.105490768,5.523977034,3.041705374,84.53055487,92.12434901,0
1457.107313,2.560329682,11.42189327,3.124960066,97.90369021,101.5404305,0
1053.581571,4.838703622,8.849338704,4.099594744,84.81731361,89.37984273,0
706.4719721,3.508238507,4.598498339,3.490421715,83.38443842,85.33484495,0
1211.736216,4.940030453,7.927352485,-0.523441133,71.80993475,78.83602515,0
1119.670893,2.235412539,6.795875164,1.424591672,100.2921544,73.89399959,0
839.924093,2.484676269,7.478877938,0.375142902,79.94202983,95.09578242,0
1074.43073,3.068950212,6.843353311,3.210438289,74.95563606,82.46550149,0
915.1402411,4.094756855,9.474106614,3.288585179,90.5570869,95.50703275,0
1089.731071,3.23070248,7.364050862,3.33986995,78.79670485,80.70448122,0
1281.745736,4.790865213,6.344778254,1.849286079,81.68856712,77.50711339,0
1605.105886,5.232273542,9.105476442,3.808972806,91.10152209,88.20798889,0
616.7645754,4.719493049,7.083212603,3.859514996,84.08220851,83.23464061,0
1796.561681,5.942545168,6.803696448,1.493821119,115.7393125,71.94471395,0
366.7692702,4.498991955,7.285056506,1.240754158,87.10205748,102.1736833,0
996.8752167,2.539723948,6.265977442,2.999841977,95.41405863,77.73016226,0
1255.911022,5.636051816,6.523067482,5.150138728,64.69967143,93.27591521,0
1148.347154,3.273812517,5.033263528,5.039691291,77.67221042,92.41856629,0
832.0551681,5.0925022,4.622081951,3.676085233,74.95703566,71.40537235,0
977.1572124,5.88848106,4.003574034,2.124003994,76.54744332,73.97612355,0
877.4496729,4.548025613,3.020041783,4.064211191,92.98645593,80.9849066,0
843.7223351,2.204609424,4.300706597,2.457090882,100.4267808,75.34353455,0
1347.360734,2.8981454,6.064332414,2.078991556,92.13556606,101.2645637,0
1174.95542,5.58729336,6.757793956,0.427239802,85.28026452,81.99824363,0
807.4816417,3.797052777,5.821758592,3.122858638,80.42973954,92.89749043,0
1364.859956,4.095488242,0.610741275,2.244159181,101.363197,89.13637389,0
1157.554832,4.910589299,10.43646589,3.115716455,112.8550654,86.64022449,0
1334.501742,4.835587434,9.216200307,0.240770765,89.62066846,84.40321211,0
1270.370095,4.334559775,7.614399628,3.203792007,99.27235677,96.37130708,0
759.8517462,3.749597955,11.26872668,0.082654603,92.1204442,75.74907027,0
853.9366359,3.624797865,4.056589706,4.305528304,97.06605888,101.2633531,0
1311.552762,5.02947859,11.2190628,3.626269481,74.02543866,71.12776819,0
1263.629593,4.664283437,4.086964808,2.665602274,82.14236464,91.81511726,0
1042.684442,3.691239999,7.096844813,3.675263832,92.74563328,69.9483614,0
1091.064584,5.298534776,3.315406687,1.826310885,102.5498913,80.84294448,0
1497.182714,3.845159062,6.536735239,3.086850619,78.18238934,84.93309938,0
842.9500139,2.978005391,7.465416245,3.953728846,63.60041067,79.13304651,0
1241.484083,3.089235161,6.113274172,-0.713147099,82.02082688,82.1833043,0
979.2325716,2.825510996,8.28469361,2.463330768,100.1215686,70.13029552,0
973.8115789,3.67310798,6.747536124,2.972827044,68.99325291,74.12549531,0
1434.571898,5.480469134,5.193963179,2.764447659,73.87696129,88.98264707,0
1338.895722,3.033885783,5.082966705,4.748522191,89.87102303,84.29671825,0
1334.728373,4.226170913,8.527284432,1.65131865,86.60834497,77.09471974,0
1506.917583,3.211972785,4.865644925,2.254608908,95.13359778,97.24277763,0
1057.351345,3.68762915,8.788507426,0.700957168,73.25527887,71.800691,0
1288.68354,2.187950546,9.556779482,4.812343982,84.10025687,80.38409534,0
941.4066352,3.735354125,2.328215344,2.704451829,102.3422248,78.94343722,0
1163.458223,3.767553544,9.332315968,2.473909334,73.68524568,90.15037628,0
1004.449931,4.648345533,11.65105675,2.937020781,105.7229476,84.48163691,0
1083.948588,4.267937096,7.130009403,3.763482994,75.19099617,82.91834753,0
1258.304959,2.56192945,7.997710463,3.416836084,98.19257893,65.55783296,0
763.6227609,5.301037893,9.092513311,6.177461056,83.52449788,92.65034481,0
1782.335546,4.252363648,5.811294212,3.544723066,74.26110091,81.82174185,0
697.8939165,4.238072221,6.955700559,2.441705485,82.03721143,85.15661018,0
625.0339855,3.988981176,3.214501176,2.326371915,94.53915026,76.5143678,0
1455.338806,3.378691063,6.846587571,2.528689257,87.91775206,74.94171237,0
1327.081943,4.261362808,7.745279989,1.19779569,101.4216329,98.99287758,0
1268.441936,4.570706123,7.790407557,3.047837049,105.2288807,66.26761422,0
1269.920928,1.90372517,9.163561809,3.940161727,73.80363202,73.45800972,0
1045.71363,3.353486995,4.562994555,2.263963679,72.92477026,98.80492153,0
735.96097,3.694063636,5.168483108,2.031143932,72.34247472,90.40746381,0
1076.531595,4.307404727,11.23876836,4.819134176,77.20964685,80.74537468,0
812.993401,5.431973207,6.124179066,1.288220212,101.2505742,96.46596314,0
1391.291907,3.073911022,7.000084468,0.518617948,94.72434341,88.46860116,0
998.5299165,3.402445784,6.332474896,1.616517668,81.45966912,86.32660092,0
761.0759811,3.384959067,4.445797934,1.151480739,87.86676891,86.25562017,0
937.5149554,3.038166892,10.55882303,3.463471277,104.8516661,88.65238217,0
1194.526009,3.583376206,5.18074647,2.567154599,110.8961302,89.05692501,0
852.6964065,4.924962664,3.681786191,2.736375546,91.112612,105.9597305,0
762.2228616,2.735397406,5.373149307,4.383521012,56.08862579,82.05107188,0
1135.290524,4.513377274,1.495734996,2.170398167,91.56744514,82.35952812,0
1135.7383,1.957717324,4.871781338,3.930107294,99.21697755,71.63106812,0
872.5698886,3.326394404,4.079678505,4.813587359,90.69558779,83.48102613,0
885.136593,3.60461284,8.043571577,2.453205002,96.71817902,102.628869,0
1131.217478,6.009831607,4.816464401,3.884427427,92.28478449,93.84485002,0
543.1704805,3.670237234,8.719509839,2.709818505,73.18425499,78.56332256,0
557.387679,1.358507832,9.996209983,4.108917755,77.3651388,84.30041365,0
798.5445226,1.601333312,8.452938341,1.114212975,84.14617375,71.03561624,0
975.2934969,4.040835504,5.961529278,1.025385306,100.7849773,74.30880656,0
1158.817648,4.736525027,6.852786242,2.530478742,78.80939118,85.49441153,0
1566.374676,4.450547029,2.68753765,1.933290229,93.4708316,79.05545397,0
1350.180868,4.201084127,6.165551569,2.379949069,91.64431113,73.55400211,0
994.0215145,5.394711517,4.34890383,2.736568101,107.0343672,88.89840765,0
1043.344327,3.352490535,8.235815953,3.864016238,87.49984266,83.17749913,0
699.1147224,5.073892667,12.93188097,2.510807306,66.94289898,68.32449628,0
1043.520402,2.041582138,7.74955409,2.011366427,95.76244558,63.24853034,0
948.9694764,2.9140626,1.522149628,2.578183948,113.6566625,78.29988501,0
1162.951496,1.831550326,5.596924518,2.077025664,96.54860014,68.11734857,0
760.4691698,3.670185639,6.806227313,1.879193398,78.5480609,65.31088594,0
1231.77128,3.944486539,6.718393563,1.064379824,75.01664945,95.28969201,0
1586.45862,4.136921791,4.672967186,3.083373739,76.564374,83.0228911,0
1011.933948,4.074260023,7.113229357,2.317553152,112.0397426,81.34553622,0
1190.599103,2.886936003,3.393747908,4.159534487,84.07207071,82.11594184,0
1291.550397,3.771710987,4.137728193,1.26312469,80.04827927,72.62167849,0
909.5728348,2.203063998,8.114494104,2.349499734,86.09876027,88.10976165,0
